ts,customer,activity,feature_json,revenue_impact,link
2023-06-15 07:49:20,john.doe@example.com,lead,,,
2023-06-09 18:01:12,alex.wilson@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-11 15:24:49,john.doe@example.com,lead,,,
2023-06-10 04:43:38,sarah.davis@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-04 15:06:50,sarah.davis@example.com,click,,,https://www.example.com/new-product-launch
2023-06-17 05:03:59,michael.brown@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-16 21:45:35,emma.smith@example.com,sale,,9.99,
2023-06-27 14:41:49,olivia.white@example.com,sale,,29.99,
2023-06-08 11:34:05,olivia.white@example.com,sale,,29.99,
2023-06-19 20:53:28,william.martin@example.com,sale,,15.99,
2023-06-15 09:49:30,emma.smith@example.com,sale,,99.99,
2023-06-17 09:37:43,emma.smith@example.com,click,,,https://www.example.com/new-product-launch
2023-06-11 15:29:05,sarah.davis@example.com,consultation,,,
2023-06-18 23:00:37,michael.brown@example.com,lead,,,
2023-07-03 21:55:00,john.doe@example.com,consultation,,,
2023-07-05 19:28:29,william.martin@example.com,consultation,,,
2023-06-07 02:50:31,emma.smith@example.com,click,,,https://www.example.com/special-offer
2023-06-24 22:44:09,william.martin@example.com,sale,,99.99,
2023-06-29 18:47:16,john.doe@example.com,lead,,,
2023-07-05 02:40:19,sarah.davis@example.com,lead,,,
2023-06-28 13:31:00,emily.jackson@example.com,consultation,,,
2023-06-16 11:04:42,laura.jones@example.com,sale,,9.99,
2023-06-20 03:29:41,daniel.thomas@example.com,sale,,9.99,
2023-06-13 01:30:45,michael.brown@example.com,lead,,,
2023-06-17 19:53:18,olivia.white@example.com,lead,,,
2023-06-18 09:48:42,michael.brown@example.com,click,,,https://www.example.com/new-product-launch
2023-06-12 16:47:39,sarah.davis@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-09 11:36:30,john.doe@example.com,sale,,15.99,
2023-06-22 15:21:33,laura.jones@example.com,click,,,https://www.example.com/new-product-launch
2023-06-04 05:35:49,daniel.thomas@example.com,consultation,,,
2023-06-26 17:09:49,daniel.thomas@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-22 05:08:37,emily.jackson@example.com,lead,,,
2023-06-28 17:29:32,emily.jackson@example.com,lead,,,
2023-06-14 03:21:04,emily.jackson@example.com,lead,,,
2023-06-12 00:43:51,emily.jackson@example.com,sale,,9.99,
2023-07-05 06:41:40,emma.smith@example.com,lead,,,
2023-06-13 05:54:41,daniel.thomas@example.com,sale,,49.99,
2023-06-05 08:48:04,emma.smith@example.com,lead,,,
2023-06-22 15:30:42,john.doe@example.com,click,,,https://www.example.com/new-product-launch
2023-06-17 18:26:37,michael.brown@example.com,consultation,,,
2023-06-01 01:34:20,daniel.thomas@example.com,sale,,99.99,
2023-06-22 16:42:15,sarah.davis@example.com,sale,,99.99,
2023-06-02 04:00:22,laura.jones@example.com,sale,,49.99,
2023-07-03 17:39:40,laura.jones@example.com,sale,,99.99,
2023-06-10 02:55:18,daniel.thomas@example.com,consultation,,,
2023-07-01 00:07:33,alex.wilson@example.com,lead,,,
2023-06-01 13:04:48,emma.smith@example.com,lead,,,
2023-06-05 04:00:49,sarah.davis@example.com,sale,,49.99,
2023-06-14 09:54:31,william.martin@example.com,consultation,,,
2023-06-26 08:41:47,laura.jones@example.com,sale,,49.99,
2023-06-14 18:30:34,john.doe@example.com,sale,,29.99,
2023-06-27 22:16:31,alex.wilson@example.com,sale,,29.99,
2023-06-21 18:10:37,olivia.white@example.com,sale,,9.99,
2023-06-05 16:54:08,william.martin@example.com,sale,,9.99,
2023-06-03 13:55:16,olivia.white@example.com,consultation,,,
2023-06-20 19:49:03,sarah.davis@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-12 23:01:42,sarah.davis@example.com,sale,,9.99,
2023-06-13 15:55:28,emily.jackson@example.com,consultation,,,
2023-06-09 15:14:36,john.doe@example.com,lead,,,
2023-06-10 23:52:21,william.martin@example.com,lead,,,
2023-06-23 14:35:52,alex.wilson@example.com,consultation,,,
2023-07-03 22:55:51,olivia.white@example.com,lead,,,
2023-06-05 14:19:34,sarah.davis@example.com,lead,,,
2023-07-04 11:44:51,emily.jackson@example.com,lead,,,
2023-06-22 05:44:11,daniel.thomas@example.com,consultation,,,
2023-06-01 07:19:00,william.martin@example.com,sale,,99.99,
2023-06-06 08:43:05,john.doe@example.com,sale,,29.99,
2023-07-01 11:17:08,daniel.thomas@example.com,sale,,29.99,
2023-06-05 20:52:27,sarah.davis@example.com,click,,,https://www.example.com/special-offer
2023-07-05 23:56:01,emma.smith@example.com,lead,,,
2023-06-26 14:46:31,olivia.white@example.com,click,,,https://www.example.com/new-product-launch
2023-06-22 05:39:13,emily.jackson@example.com,consultation,,,
2023-07-02 04:28:04,alex.wilson@example.com,lead,,,
2023-06-07 18:20:13,laura.jones@example.com,sale,,29.99,
2023-06-04 05:27:19,sarah.davis@example.com,lead,,,
2023-06-01 17:52:24,emily.jackson@example.com,consultation,,,
2023-06-14 13:55:07,alex.wilson@example.com,sale,,29.99,
2023-06-01 22:48:42,william.martin@example.com,consultation,,,
2023-06-30 09:05:17,michael.brown@example.com,click,,,https://www.example.com/summer-sale
2023-06-30 21:21:19,michael.brown@example.com,click,,,https://www.example.com/special-offer
2023-06-06 14:37:43,emily.jackson@example.com,consultation,,,
2023-06-16 23:51:56,william.martin@example.com,consultation,,,
2023-06-13 07:49:19,emma.smith@example.com,sale,,49.99,
2023-06-09 19:26:08,laura.jones@example.com,sale,,9.99,
2023-06-04 23:36:10,olivia.white@example.com,consultation,,,
2023-06-11 10:21:04,sarah.davis@example.com,consultation,,,
2023-06-18 16:44:37,alex.wilson@example.com,lead,,,
2023-06-23 17:57:46,emily.jackson@example.com,consultation,,,
2023-06-05 09:56:29,william.martin@example.com,sale,,29.99,
2023-06-25 03:25:30,michael.brown@example.com,consultation,,,
2023-06-20 20:10:53,sarah.davis@example.com,lead,,,
2023-06-17 23:56:52,michael.brown@example.com,lead,,,
2023-06-18 03:50:24,daniel.thomas@example.com,consultation,,,
2023-06-22 05:35:15,michael.brown@example.com,lead,,,
2023-06-27 19:47:04,alex.wilson@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-19 05:17:43,emily.jackson@example.com,lead,,,
2023-07-05 19:07:59,william.martin@example.com,lead,,,
2023-06-22 23:52:25,michael.brown@example.com,click,,,https://www.example.com/new-product-launch
2023-06-18 19:00:04,john.doe@example.com,consultation,,,
2023-06-14 23:56:45,daniel.thomas@example.com,sale,,9.99,
2023-07-05 23:00:16,laura.jones@example.com,sale,,9.99,
2023-06-11 08:11:48,daniel.thomas@example.com,sale,,9.99,
2023-06-10 10:32:29,william.martin@example.com,click,,,https://www.example.com/summer-sale
2023-07-01 06:27:25,sarah.davis@example.com,lead,,,
2023-07-03 01:20:45,emily.jackson@example.com,sale,,29.99,
2023-06-12 16:49:39,william.martin@example.com,consultation,,,
2023-06-02 18:17:23,john.doe@example.com,lead,,,
2023-06-30 04:17:57,emma.smith@example.com,lead,,,
2023-06-04 14:18:27,john.doe@example.com,sale,,99.99,
2023-06-23 09:47:22,john.doe@example.com,consultation,,,
2023-06-27 01:57:37,sarah.davis@example.com,consultation,,,
2023-06-01 11:59:12,john.doe@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-12 19:30:22,michael.brown@example.com,click,,,https://www.example.com/special-offer
2023-06-06 05:52:02,laura.jones@example.com,lead,,,
2023-06-07 04:27:51,emma.smith@example.com,sale,,15.99,
2023-06-14 19:24:56,alex.wilson@example.com,lead,,,
2023-06-30 17:36:01,michael.brown@example.com,lead,,,
2023-06-18 16:01:07,emma.smith@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-25 01:56:06,emily.jackson@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-10 19:40:17,william.martin@example.com,lead,,,
2023-06-18 08:26:19,laura.jones@example.com,consultation,,,
2023-06-15 18:00:58,alex.wilson@example.com,lead,,,
2023-06-28 12:30:47,emma.smith@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-18 13:47:18,olivia.white@example.com,sale,,99.99,
2023-06-15 06:30:05,sarah.davis@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-21 09:39:04,laura.jones@example.com,consultation,,,
2023-06-04 10:04:13,olivia.white@example.com,sale,,49.99,
2023-06-28 10:52:19,emma.smith@example.com,click,,,https://www.example.com/summer-sale
2023-07-03 17:19:35,emily.jackson@example.com,click,,,https://www.example.com/summer-sale
2023-07-01 13:47:30,alex.wilson@example.com,lead,,,
2023-07-03 23:59:26,laura.jones@example.com,lead,,,
2023-06-27 00:16:03,michael.brown@example.com,click,,,https://www.example.com/new-product-launch
2023-06-04 17:51:18,john.doe@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-17 07:00:58,john.doe@example.com,click,,,https://www.example.com/new-product-launch
2023-06-29 16:26:09,emma.smith@example.com,sale,,29.99,
2023-06-26 13:01:19,olivia.white@example.com,sale,,99.99,
2023-06-19 02:57:42,alex.wilson@example.com,sale,,15.99,
2023-06-26 05:59:46,john.doe@example.com,consultation,,,
2023-07-02 02:28:44,emma.smith@example.com,sale,,29.99,
2023-06-28 09:49:54,michael.brown@example.com,lead,,,
2023-06-12 19:28:27,michael.brown@example.com,click,,,https://www.example.com/new-product-launch
2023-07-03 02:54:32,laura.jones@example.com,consultation,,,
2023-06-25 13:10:07,emily.jackson@example.com,sale,,99.99,
2023-06-07 19:38:46,michael.brown@example.com,lead,,,
2023-06-17 22:29:54,emma.smith@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-29 19:25:20,emily.jackson@example.com,consultation,,,
2023-06-28 19:15:34,emma.smith@example.com,click,,,https://www.example.com/special-offer
2023-06-17 02:00:04,olivia.white@example.com,sale,,49.99,
2023-06-03 14:38:12,william.martin@example.com,lead,,,
2023-06-04 21:35:29,emily.jackson@example.com,sale,,29.99,
2023-06-23 17:34:48,olivia.white@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-29 22:36:32,william.martin@example.com,click,,,https://www.example.com/special-offer
2023-06-30 22:03:39,laura.jones@example.com,lead,,,
2023-06-09 12:43:58,sarah.davis@example.com,lead,,,
2023-06-15 19:49:09,sarah.davis@example.com,sale,,9.99,
2023-06-23 20:21:10,john.doe@example.com,sale,,15.99,
2023-06-08 18:34:17,emily.jackson@example.com,lead,,,
2023-06-07 10:58:39,daniel.thomas@example.com,sale,,15.99,
2023-06-29 08:58:22,sarah.davis@example.com,sale,,29.99,
2023-06-28 23:11:46,emily.jackson@example.com,lead,,,
2023-07-02 01:41:15,michael.brown@example.com,click,,,https://www.example.com/exclusive-discount
2023-07-01 11:19:56,william.martin@example.com,sale,,9.99,
2023-06-14 10:18:30,michael.brown@example.com,sale,,49.99,
2023-06-01 15:01:10,laura.jones@example.com,sale,,15.99,
2023-06-18 16:03:57,laura.jones@example.com,lead,,,
2023-07-01 12:48:56,william.martin@example.com,lead,,,
2023-07-03 14:10:55,sarah.davis@example.com,lead,,,
2023-06-07 23:09:53,michael.brown@example.com,consultation,,,
2023-06-22 12:41:19,michael.brown@example.com,sale,,29.99,
2023-07-04 01:07:03,emma.smith@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-17 05:02:22,alex.wilson@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-02 23:18:15,emma.smith@example.com,lead,,,
2023-06-05 06:53:25,william.martin@example.com,sale,,15.99,
2023-06-06 22:58:38,sarah.davis@example.com,consultation,,,
2023-06-19 01:03:24,alex.wilson@example.com,click,,,https://www.example.com/new-product-launch
2023-06-26 20:01:59,michael.brown@example.com,sale,,9.99,
2023-07-03 01:23:30,john.doe@example.com,lead,,,
2023-06-20 10:35:48,emma.smith@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-04 01:29:40,olivia.white@example.com,sale,,29.99,
2023-06-07 16:17:51,olivia.white@example.com,click,,,https://www.example.com/summer-sale
2023-06-21 13:28:17,laura.jones@example.com,sale,,15.99,
2023-06-13 16:42:51,olivia.white@example.com,consultation,,,
2023-06-06 13:20:29,olivia.white@example.com,click,,,https://www.example.com/special-offer
2023-06-28 04:46:22,olivia.white@example.com,sale,,29.99,
2023-06-07 06:33:23,william.martin@example.com,sale,,15.99,
2023-06-15 02:57:32,sarah.davis@example.com,sale,,49.99,
2023-06-05 22:07:02,michael.brown@example.com,consultation,,,
2023-06-27 09:37:21,john.doe@example.com,sale,,15.99,
2023-06-19 17:44:28,laura.jones@example.com,lead,,,
2023-06-26 08:35:05,sarah.davis@example.com,consultation,,,
2023-07-01 10:54:56,sarah.davis@example.com,click,,,https://www.example.com/special-offer
2023-06-23 13:10:50,alex.wilson@example.com,click,,,https://www.example.com/summer-sale
2023-07-03 19:42:46,william.martin@example.com,consultation,,,
2023-07-02 20:57:29,daniel.thomas@example.com,click,,,https://www.example.com/special-offer
2023-07-04 17:31:21,olivia.white@example.com,lead,,,
2023-06-26 17:07:24,michael.brown@example.com,lead,,,
2023-06-26 16:36:54,alex.wilson@example.com,sale,,9.99,
2023-06-09 21:26:19,sarah.davis@example.com,consultation,,,
2023-07-04 13:49:43,emma.smith@example.com,lead,,,
2023-06-15 09:56:38,emily.jackson@example.com,sale,,15.99,
2023-06-05 17:25:22,daniel.thomas@example.com,consultation,,,
2023-06-21 06:23:26,laura.jones@example.com,click,,,https://www.example.com/summer-sale
2023-06-04 05:04:21,emily.jackson@example.com,sale,,15.99,
2023-06-03 14:07:51,michael.brown@example.com,sale,,15.99,
2023-07-04 15:58:00,michael.brown@example.com,click,,,https://www.example.com/summer-sale
2023-06-18 07:10:31,emily.jackson@example.com,click,,,https://www.example.com/new-product-launch
2023-06-30 14:42:54,emma.smith@example.com,lead,,,
2023-06-19 14:43:00,laura.jones@example.com,consultation,,,
2023-06-16 23:35:50,emily.jackson@example.com,consultation,,,
2023-06-05 00:25:40,emily.jackson@example.com,sale,,15.99,
2023-06-20 15:53:19,alex.wilson@example.com,sale,,9.99,
2023-06-09 05:08:41,laura.jones@example.com,click,,,https://www.example.com/limited-time-deal
2023-07-03 03:32:09,olivia.white@example.com,consultation,,,
2023-06-07 19:27:16,john.doe@example.com,lead,,,
2023-06-09 18:23:37,emma.smith@example.com,consultation,,,
2023-07-02 15:53:07,emma.smith@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-12 15:31:47,michael.brown@example.com,click,,,https://www.example.com/new-product-launch
2023-06-25 18:32:52,alex.wilson@example.com,sale,,15.99,
2023-06-16 13:45:53,john.doe@example.com,sale,,99.99,
2023-06-03 04:54:11,olivia.white@example.com,click,,,https://www.example.com/new-product-launch
2023-06-03 09:06:25,laura.jones@example.com,consultation,,,
2023-07-04 06:01:25,emily.jackson@example.com,consultation,,,
2023-06-07 14:53:46,emma.smith@example.com,click,,,https://www.example.com/new-product-launch
2023-06-23 09:01:35,emma.smith@example.com,sale,,29.99,
2023-06-27 07:55:34,emily.jackson@example.com,click,,,https://www.example.com/special-offer
2023-07-05 11:33:59,emily.jackson@example.com,lead,,,
2023-06-04 00:56:38,william.martin@example.com,lead,,,
2023-06-28 10:56:01,alex.wilson@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-14 09:09:15,emma.smith@example.com,click,,,https://www.example.com/special-offer
2023-06-13 18:20:32,emma.smith@example.com,consultation,,,
2023-07-02 10:12:45,emma.smith@example.com,sale,,9.99,
2023-07-05 00:33:03,sarah.davis@example.com,click,,,https://www.example.com/special-offer
2023-06-30 04:10:37,laura.jones@example.com,lead,,,
2023-06-04 22:45:00,olivia.white@example.com,consultation,,,
2023-06-23 06:37:23,sarah.davis@example.com,sale,,99.99,
2023-06-12 09:58:27,emily.jackson@example.com,sale,,99.99,
2023-07-02 01:40:11,alex.wilson@example.com,consultation,,,
2023-06-18 18:43:37,laura.jones@example.com,sale,,29.99,
2023-06-15 09:03:22,michael.brown@example.com,click,,,https://www.example.com/summer-sale
2023-06-23 16:32:44,emily.jackson@example.com,click,,,https://www.example.com/new-product-launch
2023-06-07 02:07:02,emma.smith@example.com,lead,,,
2023-06-01 18:12:17,john.doe@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-14 01:43:59,sarah.davis@example.com,consultation,,,
2023-06-14 17:53:46,william.martin@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-23 23:05:27,john.doe@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-16 00:56:30,emma.smith@example.com,consultation,,,
2023-06-20 02:32:46,emily.jackson@example.com,consultation,,,
2023-06-11 12:38:43,william.martin@example.com,lead,,,
2023-06-06 03:13:16,sarah.davis@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-14 01:48:34,olivia.white@example.com,click,,,https://www.example.com/new-product-launch
2023-06-05 19:53:29,olivia.white@example.com,lead,,,
2023-06-10 13:13:04,alex.wilson@example.com,consultation,,,
2023-06-21 11:37:24,laura.jones@example.com,lead,,,
2023-06-02 03:55:35,michael.brown@example.com,lead,,,
2023-06-20 00:03:24,alex.wilson@example.com,consultation,,,
2023-06-01 03:34:53,daniel.thomas@example.com,consultation,,,
2023-06-27 06:34:49,olivia.white@example.com,consultation,,,
2023-06-26 03:22:36,william.martin@example.com,consultation,,,
2023-06-13 08:33:31,william.martin@example.com,sale,,15.99,
2023-06-18 00:34:33,michael.brown@example.com,sale,,49.99,
2023-06-25 15:45:23,michael.brown@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-09 06:44:01,alex.wilson@example.com,consultation,,,
2023-06-26 11:34:32,olivia.white@example.com,sale,,99.99,
2023-06-21 03:20:20,daniel.thomas@example.com,click,,,https://www.example.com/new-product-launch
2023-06-13 01:33:45,john.doe@example.com,sale,,15.99,
2023-06-06 14:38:43,sarah.davis@example.com,click,,,https://www.example.com/new-product-launch
2023-06-17 04:50:09,emily.jackson@example.com,click,,,https://www.example.com/special-offer
2023-06-11 19:24:04,michael.brown@example.com,sale,,9.99,
2023-06-28 22:18:18,alex.wilson@example.com,consultation,,,
2023-07-01 22:17:31,olivia.white@example.com,lead,,,
2023-06-18 16:16:24,william.martin@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-13 10:40:52,emily.jackson@example.com,sale,,9.99,
2023-06-18 08:04:23,alex.wilson@example.com,sale,,99.99,
2023-07-05 05:58:42,daniel.thomas@example.com,sale,,9.99,
2023-07-04 16:26:17,john.doe@example.com,sale,,29.99,
2023-06-18 06:01:14,olivia.white@example.com,lead,,,
2023-06-27 05:05:46,john.doe@example.com,sale,,9.99,
2023-06-06 15:00:11,william.martin@example.com,sale,,15.99,
2023-06-14 06:25:18,olivia.white@example.com,consultation,,,
2023-07-02 11:57:44,william.martin@example.com,click,,,https://www.example.com/new-product-launch
2023-06-17 22:35:45,laura.jones@example.com,sale,,9.99,
2023-06-14 13:23:13,emma.smith@example.com,lead,,,
2023-06-13 23:13:30,daniel.thomas@example.com,click,,,https://www.example.com/special-offer
2023-07-01 13:52:39,olivia.white@example.com,sale,,29.99,
2023-06-07 09:19:54,sarah.davis@example.com,lead,,,
2023-06-03 12:41:27,emma.smith@example.com,click,,,https://www.example.com/limited-time-deal
2023-07-02 16:43:41,daniel.thomas@example.com,consultation,,,
2023-06-27 17:14:29,olivia.white@example.com,sale,,15.99,
2023-06-08 05:34:50,olivia.white@example.com,sale,,99.99,
2023-06-03 15:20:37,emma.smith@example.com,sale,,9.99,
2023-06-29 20:15:57,laura.jones@example.com,lead,,,
2023-06-21 22:12:23,alex.wilson@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-05 16:58:27,john.doe@example.com,lead,,,
2023-06-06 02:55:55,emma.smith@example.com,consultation,,,
2023-06-06 10:21:22,william.martin@example.com,sale,,99.99,
2023-06-27 01:59:48,olivia.white@example.com,click,,,https://www.example.com/summer-sale
2023-06-25 07:04:20,william.martin@example.com,consultation,,,
2023-06-27 07:47:48,michael.brown@example.com,lead,,,
2023-06-24 14:07:42,daniel.thomas@example.com,consultation,,,
2023-06-28 22:18:12,william.martin@example.com,consultation,,,
2023-06-20 21:25:59,john.doe@example.com,sale,,15.99,
2023-06-29 13:04:51,sarah.davis@example.com,lead,,,
2023-06-15 09:51:42,laura.jones@example.com,sale,,99.99,
2023-06-20 06:54:03,sarah.davis@example.com,consultation,,,
2023-06-04 01:11:39,olivia.white@example.com,consultation,,,
2023-06-28 19:00:52,sarah.davis@example.com,lead,,,
2023-06-06 04:17:58,laura.jones@example.com,sale,,49.99,
2023-06-13 06:19:03,laura.jones@example.com,consultation,,,
2023-07-04 11:54:44,william.martin@example.com,sale,,9.99,
2023-06-13 08:04:14,emma.smith@example.com,sale,,49.99,
2023-06-27 10:55:47,emma.smith@example.com,sale,,99.99,
2023-06-28 05:28:16,laura.jones@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-06 17:04:03,john.doe@example.com,sale,,99.99,
2023-06-10 05:45:21,emma.smith@example.com,sale,,29.99,
2023-06-12 14:29:12,daniel.thomas@example.com,lead,,,
2023-06-02 10:37:29,michael.brown@example.com,sale,,9.99,
2023-06-02 15:47:51,emily.jackson@example.com,sale,,9.99,
2023-06-12 19:31:30,sarah.davis@example.com,sale,,99.99,
2023-06-01 23:35:13,emma.smith@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-16 15:34:51,emma.smith@example.com,click,,,https://www.example.com/special-offer
2023-06-27 11:51:35,emily.jackson@example.com,sale,,9.99,
2023-06-17 16:53:09,emma.smith@example.com,lead,,,
2023-06-14 10:42:36,emma.smith@example.com,consultation,,,
2023-06-20 13:39:32,daniel.thomas@example.com,sale,,49.99,
2023-07-01 07:52:20,daniel.thomas@example.com,click,,,https://www.example.com/summer-sale
2023-07-04 21:13:57,olivia.white@example.com,sale,,9.99,
2023-06-18 01:03:52,olivia.white@example.com,lead,,,
2023-06-20 07:33:45,michael.brown@example.com,lead,,,
2023-07-04 13:20:37,william.martin@example.com,consultation,,,
2023-06-29 08:41:35,daniel.thomas@example.com,click,,,https://www.example.com/summer-sale
2023-06-06 18:22:50,emma.smith@example.com,click,,,https://www.example.com/summer-sale
2023-06-04 23:46:20,sarah.davis@example.com,lead,,,
2023-07-02 21:20:01,alex.wilson@example.com,sale,,9.99,
2023-06-08 01:22:21,alex.wilson@example.com,sale,,99.99,
2023-06-05 12:45:47,alex.wilson@example.com,sale,,9.99,
2023-06-02 10:32:59,sarah.davis@example.com,lead,,,
2023-06-25 10:16:37,emily.jackson@example.com,consultation,,,
2023-06-27 23:23:25,alex.wilson@example.com,sale,,15.99,
2023-06-04 06:32:18,laura.jones@example.com,click,,,https://www.example.com/limited-time-deal
2023-07-04 14:29:14,william.martin@example.com,sale,,29.99,
2023-06-02 06:36:03,olivia.white@example.com,lead,,,
2023-06-07 11:34:13,john.doe@example.com,consultation,,,
2023-06-11 17:57:25,michael.brown@example.com,sale,,29.99,
2023-06-07 07:54:43,emma.smith@example.com,consultation,,,
2023-06-27 09:55:21,laura.jones@example.com,lead,,,
2023-07-01 07:59:49,emma.smith@example.com,lead,,,
2023-06-12 04:47:13,daniel.thomas@example.com,lead,,,
2023-07-04 12:28:17,william.martin@example.com,lead,,,
2023-06-03 08:02:28,daniel.thomas@example.com,lead,,,
2023-06-25 09:09:27,sarah.davis@example.com,sale,,29.99,
2023-06-13 15:57:01,michael.brown@example.com,lead,,,
2023-06-04 14:21:02,sarah.davis@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-01 22:22:35,emily.jackson@example.com,sale,,9.99,
2023-06-02 07:22:38,john.doe@example.com,click,,,https://www.example.com/exclusive-discount
2023-07-05 09:15:27,olivia.white@example.com,sale,,29.99,
2023-07-02 20:46:24,daniel.thomas@example.com,sale,,9.99,
2023-06-03 01:06:15,emily.jackson@example.com,sale,,99.99,
2023-06-14 21:59:48,michael.brown@example.com,click,,,https://www.example.com/special-offer
2023-06-20 06:02:42,daniel.thomas@example.com,consultation,,,
2023-06-18 10:48:09,emily.jackson@example.com,sale,,99.99,
2023-06-07 11:10:22,william.martin@example.com,click,,,https://www.example.com/special-offer
2023-06-27 04:23:09,john.doe@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-27 11:59:18,alex.wilson@example.com,lead,,,
2023-06-20 20:09:37,michael.brown@example.com,sale,,29.99,
2023-06-14 22:10:57,michael.brown@example.com,consultation,,,
2023-06-30 18:01:40,william.martin@example.com,sale,,99.99,
2023-06-04 10:30:39,william.martin@example.com,click,,,https://www.example.com/special-offer
2023-06-07 09:20:38,laura.jones@example.com,consultation,,,
2023-06-29 00:31:48,emily.jackson@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-12 02:42:13,emma.smith@example.com,sale,,29.99,
2023-06-01 21:28:01,emma.smith@example.com,click,,,https://www.example.com/new-product-launch
2023-06-03 01:59:45,john.doe@example.com,click,,,https://www.example.com/special-offer
2023-06-13 12:41:22,emily.jackson@example.com,consultation,,,
2023-06-05 14:24:07,emily.jackson@example.com,click,,,https://www.example.com/special-offer
2023-07-02 16:04:38,michael.brown@example.com,lead,,,
2023-06-04 11:40:00,william.martin@example.com,consultation,,,
2023-06-17 16:07:05,john.doe@example.com,consultation,,,
2023-06-13 12:18:17,michael.brown@example.com,sale,,9.99,
2023-06-24 22:04:08,michael.brown@example.com,lead,,,
2023-06-01 07:30:36,laura.jones@example.com,click,,,https://www.example.com/summer-sale
2023-06-23 13:50:37,william.martin@example.com,lead,,,
2023-06-23 01:08:24,olivia.white@example.com,sale,,29.99,
2023-06-11 09:05:20,emily.jackson@example.com,sale,,99.99,
2023-06-07 07:11:34,william.martin@example.com,consultation,,,
2023-06-07 23:39:02,laura.jones@example.com,click,,,https://www.example.com/summer-sale
2023-06-12 22:40:27,alex.wilson@example.com,lead,,,
2023-07-02 11:28:31,alex.wilson@example.com,consultation,,,
2023-06-26 02:45:47,michael.brown@example.com,click,,,https://www.example.com/special-offer
2023-06-04 03:23:04,laura.jones@example.com,consultation,,,
2023-06-03 01:51:14,emily.jackson@example.com,consultation,,,
2023-06-25 18:55:14,john.doe@example.com,consultation,,,
2023-06-19 08:03:01,emily.jackson@example.com,lead,,,
2023-06-08 10:25:05,michael.brown@example.com,sale,,99.99,
2023-06-14 08:14:19,michael.brown@example.com,consultation,,,
2023-06-12 20:17:00,laura.jones@example.com,lead,,,
2023-06-09 07:41:50,william.martin@example.com,lead,,,
2023-06-15 16:47:42,emily.jackson@example.com,sale,,49.99,
2023-06-19 09:13:10,william.martin@example.com,consultation,,,
2023-06-14 15:01:09,emma.smith@example.com,lead,,,
2023-06-11 12:53:38,alex.wilson@example.com,sale,,9.99,
2023-06-09 12:26:41,alex.wilson@example.com,click,,,https://www.example.com/new-product-launch
2023-06-15 00:46:43,sarah.davis@example.com,consultation,,,
2023-06-10 12:23:25,michael.brown@example.com,click,,,https://www.example.com/summer-sale
2023-07-04 05:40:47,sarah.davis@example.com,lead,,,
2023-06-25 09:28:09,emma.smith@example.com,lead,,,
2023-06-01 09:26:32,alex.wilson@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-29 22:38:02,olivia.white@example.com,consultation,,,
2023-06-19 02:58:33,michael.brown@example.com,click,,,https://www.example.com/summer-sale
2023-06-06 12:56:06,olivia.white@example.com,sale,,99.99,
2023-06-09 20:16:46,olivia.white@example.com,lead,,,
2023-06-01 12:12:13,sarah.davis@example.com,sale,,49.99,
2023-06-20 21:01:21,laura.jones@example.com,sale,,99.99,
2023-06-10 01:53:25,daniel.thomas@example.com,click,,,https://www.example.com/summer-sale
2023-06-07 11:09:05,sarah.davis@example.com,lead,,,
2023-07-01 07:28:47,alex.wilson@example.com,sale,,15.99,
2023-06-09 16:01:26,laura.jones@example.com,click,,,https://www.example.com/limited-time-deal
2023-07-05 02:59:39,daniel.thomas@example.com,lead,,,
